0,0.22828179675487292,0.7299107619091473,0.0
1,0.14580069954591965,0.5707356613294213,-0.0767
2,0.15356562348074576,0.42202839176211737,-0.10738
3,0.20050759874446003,0.2909037855874121,-0.13039
4,0.253,0.1484,-0.1534
5,0.38775347697234536,0.6041779180543613,-0.1704
6,0.5074,0.67,-0.2204
7,0.6187,0.735,-0.2604
8,0.8052,0.86,-0.2954
9,0.4763,0.8217,-0.1764
10,0.5957,0.8917,-0.2364
11,0.7529,0.9783,-0.2894
12,0.95,1.06,-0.3364
13,0.44865890039203826,0.8902957523818564,-0.13705365359783173
14,0.491,0.9983,-0.22640000000000002
15,0.3011,0.9933,-0.20140000000000002
16,0.2144,0.945,-0.1864
17,0.4194281063273053,0.9789607524871826,-0.12382661551237106
18,0.5503354327896052,1.0541046657393465,-0.2204
19,0.639030787775727,1.123282681524226,-0.20040000000000002
20,0.7177050268943334,1.1946243142659685,-0.1904
