0,0.7717182032451271,0.7299107619091473,0.0
1,0.8541993004540803,0.5707356613294213,-0.0767
2,0.8464343765192542,0.42202839176211737,-0.10738
3,0.79949240125554,0.2909037855874121,-0.13039
4,0.747,0.1484,-0.1534
5,0.6122465230276546,0.6041779180543613,-0.1704
6,0.49260000000000004,0.67,-0.2204
7,0.3813,0.735,-0.2604
8,0.19479999999999997,0.86,-0.2954
9,0.5237,0.8217,-0.1764
10,0.4043,0.8917,-0.2364
11,0.2471,0.9783,-0.2894
12,0.050000000000000044,1.06,-0.3364
13,0.5513410996079617,0.8902957523818564,-0.13705365359783173
14,0.509,0.9983,-0.22640000000000002
15,0.6989000000000001,0.9933,-0.20140000000000002
16,0.7856,0.945,-0.1864
17,0.5805718936726947,0.9789607524871826,-0.12382661551237106
18,0.4496645672103948,1.0541046657393465,-0.2204
19,0.36096921222427303,1.123282681524226,-0.20040000000000002
20,0.28229497310566665,1.1946243142659685,-0.1904
